"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"4617","brasil equipemntos","","Nicholson","1","0","2024-07-02 22:59:51","2024-07-02 22:59:53","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CURITIBA, PR","","","","","","","","","","","","","","",""
"4618","w. bueno engenharia ltda","","Nicholson","1","0","2024-07-02 22:59:51","2024-07-02 22:59:54","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CATANDUVA, SP","","","","","","","","","","","","","","",""
"4619","cbl comercio e reciclagem de borrachas ltda","","Nicholson","1","0","2024-07-02 22:59:51","2024-07-02 22:59:54","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4620","simm soluções","","Nicholson","1","0","2024-07-02 22:59:52","2024-07-02 22:59:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4621","brascal mineracao","","Nicholson","1","0","2024-07-02 22:59:52","2025-01-09 19:22:18","Grupo de visibilidade do proprietário do item","","2025-01-09","0","1","1","6","6","0","0","","NOBRES, MT","","","","","","","","","","","","","","",""
"4622","12 tec engenharia ltda","","Nicholson","1","0","2024-07-02 22:59:53","2024-07-02 22:59:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ARACAJU, SE","","","","","","","","","","","","","","",""
"4623","bimmer&cia","","Nicholson","1","0","2024-07-02 22:59:53","2024-07-02 22:59:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4624","empreendimentos rodeiro","","Nicholson","1","0","2024-07-02 22:59:53","2024-07-02 22:59:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SETE LAGOAS, MG","","","","","","","","","","","","","","",""
"4625","felipe","","Nicholson","1","0","2024-07-02 22:59:53","2024-07-02 22:59:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4626","rimatur","","Nicholson","1","0","2024-07-02 22:59:54","2024-07-02 22:59:56","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4627","creare sistemas","","Nicholson","2","0","2024-07-02 22:59:55","2024-07-09 19:00:44","Grupo de visibilidade do proprietário do item","2024-07-09","","0","2","2","1","0","1","0","","","","","","","","","","","","","","","","",""
"4628","csw contruções e pavimentações asfaltica","","Nicholson","1","0","2024-07-02 22:59:56","2024-07-02 22:59:58","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4629","indigo group","","Nicholson","1","0","2024-07-02 22:59:56","2024-07-02 22:59:58","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4630","hp serviços de guincho e transportes","","Nicholson","1","0","2024-07-02 22:59:56","2024-07-02 22:59:58","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4631","Votorantim Cimentos S/A - Limeira","","Nicholson","1","0","2024-07-02 22:59:57","2024-07-02 23:00:00","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4632","Votorantim Cimentos N/ne S/a - Xambio�","","Nicholson","1","0","2024-07-02 22:59:57","2024-07-02 23:01:57","Grupo de visibilidade do proprietário do item","","","3","0","3","0","0","0","0","","","","","","","","","","","","","","","","",""
"4633","município de itajaí","","Nicholson","1","0","2024-07-02 22:59:57","2024-07-09 14:32:37","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4634","construção","","Nicholson","1","0","2024-07-02 22:59:58","2024-07-02 23:00:00","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4635","rede epi","","Nicholson","1","0","2024-07-02 22:59:59","2024-07-02 23:00:02","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4636","aeromot","","Nicholson","1","0","2024-07-02 23:00:00","2024-07-02 23:00:02","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4637","Construcap Ccps Engenharia E Comercio Sa","","Nicholson","2","1","2024-07-02 23:00:00","2024-09-13 12:02:24","Grupo de visibilidade do proprietário do item","2024-09-13","2024-08-30","2","0","2","5","3","2","0","","JOAO MONLEVADE","","","","","","","","","","","","","","",""
"4638","Brasil Atacado (Potiguar)","","Nicholson","2","0","2024-07-02 23:00:00","2024-07-02 23:01:45","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4639","duck comercio e representacoes","","Nicholson","1","0","2024-07-02 23:00:00","2024-07-02 23:00:04","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4640","r.s iatskiu transportes me  @","","Nicholson","1","0","2024-07-02 23:00:02","2024-07-02 23:00:04","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4641","andmax","","Nicholson","1","0","2024-07-02 23:00:02","2024-07-02 23:00:04","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","GUARULHOS, SP","","","","","","","","","","","","","","",""
"4642","ofi","","Nicholson","1","0","2024-07-02 23:00:02","2024-07-02 23:00:04","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","NOVA VENECIA, ES","","","","","","","","","","","","","","",""
"4643","norbrasil saneamento ltda","","Nicholson","1","0","2024-07-02 23:00:04","2024-07-02 23:00:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4644","departamento penitenciário de minas gerais  @","","Nicholson","1","0","2024-07-02 23:00:04","2024-07-02 23:00:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4645","expresso brasileiro @","","Nicholson","1","0","2024-07-02 23:00:04","2024-07-02 23:00:08","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4646","polícia rodoviária de campinas","","Nicholson","1","0","2024-07-02 23:00:04","2024-07-02 23:00:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4647","marfix","","Nicholson","1","0","2024-07-02 23:00:06","2024-07-02 23:00:08","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4648","transportadora grao verde","","Nicholson","1","0","2024-07-02 23:00:06","2024-07-02 23:00:08","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4649","ana cristina","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4650","supplytech @","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-08 16:18:46","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4651","inco empree dumentis imobiliarios","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4652","ipp - industria de papel da paraiba ltda","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CAMPINA GRANDE, PB","","","","","","","","","","","","","","",""
"4653","seven transporte e logistica ltda","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ANANINDEUA, PA","","","","","","","","","","","","","","",""
"4654","famatur","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:10","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4655","equip & cia ltda","","Nicholson","1","0","2024-07-02 23:00:08","2024-07-02 23:00:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BOM JESUS, PI","","","","","","","","","","","","","","",""
"4656","vix - thais","","Nicholson","1","0","2024-07-02 23:00:10","2024-07-02 23:00:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4657","VALE S.A. - Mangaratiba","","Nicholson","1","0","2024-07-02 23:00:10","2024-07-02 23:00:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4658","ultramega distribuidora hospitalar ltda","","Nicholson","1","0","2024-07-02 23:00:10","2024-07-02 23:00:12","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4659","transportadora trans zaneti @","","Nicholson","1","0","2024-07-02 23:00:12","2024-07-02 23:00:14","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4660","agis consorcio tsj","","Nicholson","1","0","2024-07-02 23:00:12","2024-07-06 04:52:38","Grupo de visibilidade do proprietário do item","","2024-07-06","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"4661","barra do rio terminal portuário","","Nicholson","1","0","2024-07-02 23:00:12","2024-07-09 13:54:51","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4662","Votorantim Cimentos S.a. - Sobradinho","","Nicholson","1","0","2024-07-02 23:00:12","2024-07-02 23:00:14","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4663","rgr service","","Nicholson","1","0","2024-07-02 23:00:12","2024-07-02 23:00:14","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4664","transportadora hammes","","Nicholson","1","0","2024-07-02 23:00:14","2024-07-09 14:07:57","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4665","pernambuco montagens industriais ltda","","Nicholson","1","0","2024-07-02 23:00:14","2024-07-02 23:00:16","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","IGARASSU, PE","","","","","","","","","","","","","","",""
"4666","cdr","","Nicholson","1","0","2024-07-02 23:00:14","2024-07-02 23:00:16","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4667","qualis soluções para saúde @","","Nicholson","1","0","2024-07-02 23:00:16","2024-07-02 23:00:18","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4668","o boticario @","","Nicholson","1","0","2024-07-02 23:00:16","2024-07-02 23:00:18","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4669","consorcio price list","","Nicholson","1","0","2024-07-02 23:00:16","2024-07-02 23:00:18","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4670","maria express maraba","","Nicholson","1","0","2024-07-02 23:00:16","2024-07-02 23:00:19","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","MARABA, PA","","","","","","","","","","","","","","",""
"4671","ski","","Nicholson","1","0","2024-07-02 23:00:18","2024-11-18 19:19:44","Grupo de visibilidade do proprietário do item","","2024-11-18","0","1","1","5","5","0","0","","","","","","","","","","","","","","","","",""
"4672","tendtudo @","","Nicholson","1","0","2024-07-02 23:00:18","2024-07-02 23:00:20","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","PARAUAPEBAS, PA","","","","","","","","","","","","","","",""
"4673","vina equipamentos e construções","","Nicholson","1","0","2024-07-02 23:00:20","2024-07-02 23:00:22","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4674","calcário amazonia","","Nicholson","1","0","2024-07-02 23:00:20","2024-07-02 23:00:22","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4675","sabao jua indústria e comércio ltda","","Nicholson","1","0","2024-07-02 23:00:20","2024-07-02 23:00:22","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4676","nova transportes","","Nicholson","1","0","2024-07-02 23:00:22","2024-07-09 13:37:38","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4677","bigfer","","Nicholson","1","0","2024-07-02 23:00:22","2024-07-02 23:00:25","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4678","wla comercio e representações ltda","","Nicholson","1","0","2024-07-02 23:00:22","2024-08-08 19:09:15","Grupo de visibilidade do proprietário do item","2024-08-09","","0","1","1","1","0","1","0","","","","","","","","","","","","","","","","",""
"4679","anhanguera ferramentas","","Nicholson","1","0","2024-07-02 23:00:22","2024-07-02 23:00:25","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4680","raguife industria e comercio de rações","","Nicholson","1","0","2024-07-02 23:00:23","2024-07-02 23:00:26","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4681","ESSENCIS BA S.A.","","Nicholson","1","0","2024-07-02 23:00:22","2024-07-02 23:00:26","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4682","equinox - mineração riacho dos machados","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-02 23:00:28","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4683","renata","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-15 06:31:46","Grupo de visibilidade do proprietário do item","","2024-07-15","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"4684","imetame logistica porto @","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-02 23:00:29","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4685","steffen bebidas ltda","","Nicholson","2","0","2024-07-02 23:00:26","2024-07-08 16:11:27","Grupo de visibilidade do proprietário do item","","","0","2","2","0","0","0","0","","SANTA ROSA, RS","","","","","","","","","","","","","","",""
"4686","crasa infraestrutura sa","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-02 23:00:29","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","IPATINGA, MG","","","","","","","","","","","","","","",""
"4687","Vix Td","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-02 23:00:29","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","CARIACICA","","","","","","","","","","","","","","",""
"4688","k v gomes","","Nicholson","1","0","2024-07-02 23:00:26","2024-07-05 11:57:53","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","VITORIA, ES","","","","","","","","","","","","","","",""
"4689","segura epi","","Nicholson","1","0","2024-07-02 23:00:29","2024-07-08 16:08:59","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4690","jatobeton engenharia ltda","","Nicholson","1","0","2024-07-02 23:00:29","2024-07-02 23:00:33","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4691","Cattalini Terminais Maritimos S.A.","","Nicholson","1","0","2024-07-02 23:00:30","2024-07-02 23:00:33","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4692","agromantova","","Nicholson","1","0","2024-07-02 23:00:30","2024-07-08 14:56:59","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BALSAS, MA","","","","","","","","","","","","","","",""
"4693","thaynara nasciemnto de lima me","","Nicholson","1","0","2024-07-02 23:00:30","2024-07-02 23:00:33","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4694","rede montagens","","Nicholson","1","0","2024-07-02 23:00:31","2024-07-02 23:00:33","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4695","insaltec produtos agropecuarios ltda","","Nicholson","1","0","2024-07-02 23:00:31","2024-07-02 23:00:33","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CAPAO BONITO, SP","","","","","","","","","","","","","","",""
"4696","petroworks","","Nicholson","1","0","2024-07-02 23:00:33","2024-07-02 23:00:35","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","MOSSORO, RN","","","","","","","","","","","","","","",""
"4697","expresso minas frios ltda @","","Nicholson","1","0","2024-07-02 23:00:33","2024-07-02 23:00:37","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4698","austin powder","","Nicholson","1","0","2024-07-02 23:00:34","2024-07-02 23:00:37","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4699","Arcelormittal Brasil S/A - Juiz de Fora","","Nicholson","1","0","2024-07-02 23:00:34","2024-07-30 13:28:56","Grupo de visibilidade do proprietário do item","","2024-07-30","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"4700","atac fire","","Nicholson","1","0","2024-07-02 23:00:34","2024-07-02 23:00:37","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4701","country club","","Nicholson","1","0","2024-07-02 23:00:35","2024-07-08 14:56:00","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ARUJA, SP","","","","","","","","","","","","","","",""
"4702","mar azul","","Nicholson","1","0","2024-07-02 23:00:35","2024-07-02 23:00:37","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4703","V.K SERVICE LTDA","","Nicholson","1","0","2024-07-02 23:00:36","2024-07-02 23:00:39","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","RUA MARIA GAETA TROIANO 186, VOTORANTIM, SP","","","","","","","","","","","","","","",""
"4704","transportadora giacchero ltda - barro alto","","Nicholson","2","0","2024-07-02 23:00:37","2024-07-02 23:01:43","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4705","Extra��o E Comercio - Calcario Carmelo Ltda","","Nicholson","1","0","2024-07-02 23:00:37","2024-07-08 14:54:56","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4706","COMPAR COMPANHIA PARAENSE DE REFRIGERANTES","","Nicholson","2","0","2024-07-02 23:00:39","2024-07-02 23:00:43","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","EST AREIA BRANCA 2200, PORTO VELHO, RO","","","","","","","","","","","","","","",""
"4707","49.495.407 NATALIA CRISTINA BUZATTO GARCIA","","Nicholson","1","0","2024-07-02 23:00:39","2024-07-02 23:00:41","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","RUA ANTONIO SCHIMIDT VILLELA 1212, ADAMANTINA, SP","","","","","","","","","","","","","","",""
"4708","engemon","","Nicholson","1","0","2024-07-02 23:00:39","2024-07-02 23:00:41","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4709","rapido vinhedos transportes ltda @","","Nicholson","1","0","2024-07-02 23:00:39","2024-07-02 23:00:41","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4710","marborges agroindustria ltda","","Nicholson","1","0","2024-07-02 23:00:41","2024-07-02 23:00:43","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","MOJU, PA","","","","","","","","","","","","","","",""
"4711","sanimax @","","Nicholson","1","0","2024-07-02 23:00:41","2024-07-14 08:02:02","Grupo de visibilidade do proprietário do item","","2024-07-14","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"4712","equipar medico e hospitalar limitada","","Nicholson","1","0","2024-07-02 23:00:43","2024-07-02 23:00:45","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","JUIZ DE FORA, MG","","","","","","","","","","","","","","",""
"4713","cargo soft","","Nicholson","1","0","2024-07-02 23:00:43","2024-07-02 23:00:45","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4714","construcap ccps engenharia e comercio sa","","Nicholson","1","0","2024-07-02 23:00:43","2024-07-02 23:00:45","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","PRIMAVERA DO LESTE, MT","","","","","","","","","","","","","","",""
"4715","solar br - edelson","","Nicholson","1","0","2024-07-02 23:00:43","2024-07-02 23:00:45","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4716","mbl materiais basicos","","Nicholson","1","0","2024-07-02 23:00:45","2024-07-08 14:50:32","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4717","wladimy","","Nicholson","1","0","2024-07-02 23:00:45","2024-07-02 23:00:47","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4718","july quartzo","","Nicholson","1","0","2024-07-02 23:00:45","2024-07-02 23:00:47","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","JACOBINA, BA","","","","","","","","","","","","","","",""
"4719","famatur","","Nicholson","1","0","2024-07-02 23:00:45","2024-07-02 23:00:49","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","VARZEA PAULISTA, SP","","","","","","","","","","","","","","",""
"4720","extincendio valadares ltda","","Nicholson","1","0","2024-07-02 23:00:45","2024-07-02 23:00:47","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4721","fepac ferramentas","","Nicholson","1","0","2024-07-02 23:00:47","2024-07-02 23:00:49","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4722","rodonaves transportes e encomendas ltda","","Nicholson","1","0","2024-07-02 23:00:47","2024-07-02 23:01:16","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4723","vinicius","","Nicholson","1","0","2024-07-02 23:00:47","2024-07-02 23:00:49","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4724","ccr metro bahia","","Nicholson","1","0","2024-07-02 23:00:47","2024-07-02 23:00:49","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SALVADOR, BA","","","","","","","","","","","","","","",""
"4725","ferrovia centro atlantica s.a","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-02 23:00:51","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","BELO HORIZONTE, MG","","","","","","","","","","","","","","",""
"4726","claudia","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-02 23:00:51","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4727","crystalmix","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-02 23:00:51","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4728","endtec","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-08 14:48:26","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","VOLTA REDONDA, RJ","","","","","","","","","","","","","","",""
"4729","vale safe epis caldas novas","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-02 23:00:53","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CALDAS NOVAS, GO","","","","","","","","","","","","","","",""
"4730","cidicley","","Nicholson","1","0","2024-07-02 23:00:49","2024-07-02 23:00:53","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4731","itaqui berco 98 spe ltda","","Nicholson","2","0","2024-07-02 23:00:51","2025-11-11 14:47:28","Grupo de visibilidade do proprietário do item","","2025-10-23","1","1","2","1","1","0","0","","SAO LUIS, MA","","","","","","","","","","","","","","",""
"4732","seven suprimentos @","","Nicholson","1","0","2024-07-02 23:00:51","2024-07-02 23:00:53","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4733","quality serviços @","","Nicholson","2","1","2024-07-02 23:00:51","2025-02-28 10:57:33","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4734","dr construtora","","Nicholson","1","0","2024-07-02 23:00:53","2024-07-08 14:43:35","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO ROQUE, SP","","","","","","","","","","","","","","",""
"4735","anglo metais","","Nicholson","1","0","2024-07-02 23:00:53","2024-07-08 14:44:24","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4736","cargill","","Nicholson","1","0","2024-07-02 23:00:53","2024-07-02 23:00:55","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4737","fertilizantes tocantins","","Nicholson","1","0","2024-07-02 23:00:53","2024-07-02 23:00:55","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4738","fagundes construcao e mineracao s/a","","Nicholson","1","0","2024-07-02 23:00:53","2024-07-02 23:00:55","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SERRA DO SALITRE, MG","","","","","","","","","","","","","","",""
"4739","massa pronta","","Nicholson","1","0","2024-07-02 23:00:55","2024-07-08 14:42:00","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4740","bvs comercial","","Nicholson","1","0","2024-07-02 23:00:55","2024-07-08 14:40:13","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","MAIRINQUE, SP","","","","","","","","","","","","","","",""
"4741","zenaide silva","","Nicholson","1","0","2024-07-02 23:00:55","2024-07-02 23:00:57","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4742","twa","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:00:59","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
